,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,scopus
1982,BMC Infectious Diseases,First case report of inducible heart block in Lyme disease and an update of Lyme carditis,"[{'name': 'D.W. Kannangara', 'affiliation': ""St Luke's University Health Network, United States""}]",10.1186/s12879-019-4025-0,2019,6,Article,,,,,1
1983,Archives of Clinical Neuropsychology,Neurocognition in Post-Treatment Lyme Disease and Major Depressive Disorder,"[{'name': 'J.G. Keilp', 'affiliation': 'New York State Psychiatric Institute, New York, United States'}]",10.1093/arclin/acy083,2019,6,Article,,,,,1
1984,Scientific Reports,Susceptibility to infection with Borrelia afzelii and TLR2 polymorphism in a wild reservoir host,"[{'name': 'A. Gomez-Chamorro', 'affiliation': 'Université de Neuchâtel, Neuchatel, Switzerland'}]",10.1038/s41598-019-43160-3,2019,6,Article,,,,,1
1985,Vector-Borne and Zoonotic Diseases,Prevalence and identification of borrelia burgdorferi sensu lato genospecies in ticks from Northeastern China,"[{'name': 'Y. Wang', 'affiliation': 'Jilin Agricultural University, Changchun, China'}]",10.1089/vbz.2018.2316,2019,6,Article,,,,,1
1986,International Journal of Environmental Research and Public Health,Model of risk of exposure to lyme borreliosis and tick-borne encephalitis virus-infected ticks in the border area of the Czech republic (South Bohemia) and Germany (lower bavaria and upper palatinate),"[{'name': 'V. Hönig', 'affiliation': 'Veterinary Research Institute, Brno, Brno, Czech Republic'}]",10.3390/ijerph16071173,2019,6,Article,,,,,1
1988,Ticks and Tick-borne Diseases,Colonization and pathology of Borrelia afzelii in its natural hosts,"[{'name': 'X. Zhong', 'affiliation': 'Lunds Universitet, Lund, Sweden'}]",10.1016/j.ttbdis.2019.03.017,2019,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X18304199,,,1
1989,International Journal of General Medicine,Precision medicine: Retrospective chart review and data analysis of 200 patients on dapsone combination therapy for chronic Lyme disease/ post-treatment Lyme disease syndrome: Part 1,"[{'name': 'R.I. Horowitz', 'affiliation': 'United States Department of Health and Human Services, Washington, D.C., United States'}]",10.2147/IJGM.S193608,2019,6,Article,,,,,1
1990,European Journal of Immunology,CD1b presents self and Borrelia burgdorferi diacylglycerols to human T cells,"[{'name': 'P. Reinink', 'affiliation': 'Departement Infectieziekten en Immunologie, Universiteit Utrecht, Utrecht, Netherlands'}]",10.1002/eji.201847949,2019,6,Article,,,,,1
1991,Journal of Infectious Diseases,Anti-OspA DNA-encoded monoclonal antibody prevents transmission of spirochetes in tick challenge providing sterilizing immunity in mice,"[{'name': 'Y. Wang', 'affiliation': 'University of Massachusetts Medical School, Worcester, United States'}]",10.1093/infdis/jiy627,2019,6,Article,,,,,1
1992,Molecular Microbiology,Antigenic variation in the Lyme spirochete: detailed functional assessment of recombinational switching at vlsE in the JD1 strain of Borrelia burgdorferi,"[{'name': 'T.B. Verhey', 'affiliation': 'Cumming School of Medicine, Calgary, Canada'}]",10.1111/mmi.14189,2019,6,Article,,,,,1
1993,American Journal of Medicine,Evaluation of Prospectively Followed Adult Patients with Erythema Migrans Using the Beck Depression Inventory Second Edition,"[{'name': 'G. Wormser', 'affiliation': 'Division of Infectious Diseases, Madison, United States'}]",10.1016/j.amjmed.2018.11.039,2019,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0002934318311690,,,1
1994,IDCases,Acute transverse myelitis – A rare clinical manifestation of Lyme neuroborreliosis,"[{'name': 'I. Dumic', 'affiliation': 'Mayo Medical School, Rochester, United States'}]",10.1016/j.idcr.2018.e00479,2019,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S2214250918301951,,,1
1995,Academic Pediatrics,Mental Health Conditions and Health Care Payments for Children with Chronic Medical Conditions,"[{'name': 'J.M. Perrin', 'affiliation': 'Harvard Medical School, Boston, United States'}]",10.1016/j.acap.2018.10.001,2019,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1876285918307083,,,1
1996,Clinical Microbiology and Infection,Non-specific symptoms in adult patients referred to a Lyme centre,"[{'name': 'T. Zomer', 'affiliation': 'Gelre Ziekenhuizen, Apeldoorn, Netherlands'}]",10.1016/j.cmi.2018.09.016,2019,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1198743X18306384,,,1
1997,Diagnostic Microbiology and Infectious Disease,Evaluation of in vivo expressed Borrelia burgdorferi antigens for improved IgM serodiagnosis of early Lyme disease,"[{'name': 'K. Brandt', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.1016/j.diagmicrobio.2018.09.012,2019,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0732889318304358,,,1
1998,Medical hypotheses,Cimetidine as a novel adjunctive treatment for early stage Lyme disease,"[{'name': 'J. Shemenski', 'affiliation': ""D'Youville College, Buffalo, United States""}]",10.1016/j.mehy.2016.03.015,2019,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S030698771630007X,,,1
1999,Frontiers in Cellular and Infection Microbiology,Competition Between Strains of Borrelia afzelii in Immature Ixodes ricinus Ticks Is Not Affected by Season,"[{'name': 'D. Genné', 'affiliation': 'Université de Neuchâtel, Neuchatel, Switzerland'}]",10.3389/fcimb.2019.00431,2019,5,Article,,,,,1
2001,Respiratory Medicine Case Reports,Efficacy of glutathione therapy in relieving dyspnea associated with COVID-19 pneumonia: A report of 2 cases,"[{'name': 'R.I. Horowitz', 'affiliation': 'United States Department of Health and Human Services, Washington, D.C., United States'}]",10.1016/j.rmcr.2020.101063,2020,60,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S2213007120301350,,,1
2002,"Fatigue: Biomedicine, Health and Behavior",Post-viral fatigue and COVID-19: lessons from past epidemics,"[{'name': 'M.F. Islam', 'affiliation': 'DePaul University, Chicago, United States'}]",10.1080/21641846.2020.1778227,2020,39,Article,,,,,1
2007,Ticks and Tick-borne Diseases,"Failure of the Asian longhorned tick, Haemaphysalis longicornis, to serve as an experimental vector of the Lyme disease spirochete, Borrelia burgdorferi sensu stricto","[{'name': 'N.E. Breuner', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.1016/j.ttbdis.2019.101311,2020,28,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X19303498,,,1
2008,Biochemical and Biophysical Research Communications,ppGpp ribosome dimerization model for bacterial persister formation and resuscitation,"[{'name': 'S. Song', 'affiliation': 'Pennsylvania State University, University Park, United States'}]",10.1016/j.bbrc.2020.01.102,2020,26,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0006291X20301777,,,1
2009,Molecular Ecology,Host dispersal shapes the population structure of a tick-borne bacterial pathogen,"[{'name': 'A.C. Norte', 'affiliation': 'University of Coimbra, Marine and Environmental Sciences Center, Coimbra, Portugal'}]",10.1111/mec.15336,2020,25,Article,,,,,1
2011,Clinical Infectious Diseases,"First recognized human bite in the United States by the asian longhorned tick, haemaphysalis longicornis","[{'name': 'G.P. Wormser', 'affiliation': 'New York Medical College, Valhalla, United States'}]",10.1093/cid/ciz449,2020,22,Article,,,,,1
2012,eNeurologicalSci,"Post COVID-19 syndrome associated with orthostatic cerebral hypoperfusion syndrome, small fiber neuropathy and benefit of immunotherapy: a case report","[{'name': 'P. Novak', 'affiliation': ""Brigham and Women's Hospital, Boston, United States""}]",10.1016/j.ensci.2020.100276,2020,21,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S2405650220300551,,,1
2015,ACS Nano,Point-of-Care Serodiagnostic Test for Early-Stage Lyme Disease Using a Multiplexed Paper-Based Immunoassay and Machine Learning,"[{'name': 'H.A. Joung', 'affiliation': 'University of California, Los Angeles, Los Angeles, United States'}]",10.1021/acsnano.9b08151,2020,18,Article,,,,,1
2019,Emerging Infectious Diseases,Acute toxoplasmosis among canadian deer hunters associated with consumption of undercooked deer meat hunted in the United States,"[{'name': 'C. Gaulin', 'affiliation': 'Ministère de la Santé et des Services sociaux, Quebec, Canada'}]",10.3201/eid2602.191218,2020,14,Article,,,,,1
2020,Ticks and Tick-borne Diseases,Ticks climb the mountains: Ixodid tick infestation and infection by tick-borne pathogens in the Western Alps,"[{'name': 'A. Garcia-Vozmediano', 'affiliation': 'Università degli Studi di Torino, Turin, Italy'}]",10.1016/j.ttbdis.2020.101489,2020,13,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X20300996,,,1
2022,BMC Genomics,Whole genome sequencing of Borrelia miyamotoi isolate Izh-4: Reference for a complex bacterial genome,"[{'name': 'K.V. Kuleshov', 'affiliation': 'Central Research Institute of Epidemiology, Moscow, Russian Federation'}]",10.1186/s12864-019-6388-4,2020,12,Article,,,,,1
2024,Vaccine,Development and optimization of OspC chimeritope vaccinogens for Lyme disease,"[{'name': 'J.R. Izac', 'affiliation': 'Virginia Commonwealth University Medical Center, Richmond, United States'}]",10.1016/j.vaccine.2020.01.027,2020,11,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0264410X20300426,,,1
2027,npj Vaccines,Design of a broadly reactive Lyme disease vaccine,"[{'name': 'H.D. Kamp', 'affiliation': 'Sanofi, Cambridge, United States'}]",10.1038/s41541-020-0183-8,2020,9,Article,,,,,1
2028,Frontiers in Genetics,"Combining Citizen Science and Genomics to Investigate Tick, Pathogen, and Commensal Microbiome at Single-Tick Resolution","[{'name': 'G. Chauhan', 'affiliation': 'Broad Institute, Cambridge, United States'}]",10.3389/fgene.2019.01322,2020,9,Article,,,,,1
2029,Behavior Genetics,"The Association Between Somatic Health, Autism Spectrum Disorder, and Autistic Traits","[{'name': 'P.Y. Pan', 'affiliation': 'Karolinska Institutet, Stockholm, Sweden'}]",10.1007/s10519-019-09986-3,2020,9,Article,,,,,1
2030,The BMJ,Lyme borreliosis: Diagnosis and management,"[{'name': 'B.J. Kullberg', 'affiliation': 'Radboud University Nijmegen Medical Centre, Nijmegen, Netherlands'}]",10.1136/bmj.m1041,2020,8,Article,,,,,1
2032,Journal of Medical Entomology,Availability and Nature of Commercial Tick Control Services in Three Lyme Disease Endemic States,"[{'name': 'R.A. Jordan', 'affiliation': 'Monmouth County Mosquito Control Division, Eatontown, United States'}]",10.1093/jme/tjz215,2020,8,Article,,,,,1
2034,Parasites and Vectors,"Transovarial transmission of Borrelia spp., Rickettsia spp. And Anaplasma phagocytophilum in Ixodes ricinus under field conditions extrapolated from DNA detection in questing larvae","[{'name': 'D. Hauck', 'affiliation': 'Tierärztliche Hochschule Hannover, Hannover, Germany'}]",10.1186/s13071-020-04049-7,2020,8,Article,,,,,1
2035,Medical and Veterinary Entomology,"Aversion of the invasive Asian longhorned tick to the white-footed mouse, the dominant reservoir of tick-borne pathogens in the U.S.A.","[{'name': 'I. Ronai', 'affiliation': 'Columbia University, New York, United States'}]",10.1111/mve.12441,2020,8,Article,,,,,1
2036,2D Materials,Graphene transistor arrays functionalized with genetically engineered antibody fragments for Lyme disease diagnosis,"[{'name': 'Z. Gao', 'affiliation': 'University of Pennsylvania, Philadelphia, United States'}]",10.1088/2053-1583/ab5dce,2020,8,Article,,,,,1
2037,Infection and Immunity,"Broadly protective multivalent OspA vaccine against lyme borreliosis, developed based on surface shaping of the C-terminal fragment","[{'name': 'A. Nayak', 'affiliation': 'Valneva SE, Saint-Herblain, France'}]",10.1128/IAI.00917-19,2020,8,Article,,,,,1
2038,Medicina (Lithuania),Epidemiology of lyme disease in a highly endemic European zone,"[{'name': 'A. Petrulionienė', 'affiliation': 'Vilniaus Universitetas, Vilnius, Lithuania'}]",10.3390/medicina56030115,2020,8,Article,,,,,1
2039,GMS German Medical Science,Guidelines for diagnosis and treatment in neurology – lyme neuroborreliosis,"[{'name': 'S. Rauer', 'affiliation': 'German Society of Neurology, Berlin, Germany'}]",10.3205/000279,2020,8,Article,,,,,1
2041,Ticks and Tick-borne Diseases,"Borrelia prevalence and species distribution in ticks removed from humans in Germany, 2013–2017","[{'name': 'A. Springer', 'affiliation': 'Tierärztliche Hochschule Hannover, Hannover, Germany'}]",10.1016/j.ttbdis.2019.101363,2020,8,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X19302808,,,1
2042,Parasites and Vectors,Comparative vector competence of North American Lyme disease vectors,"[{'name': 'L.I. Couper', 'affiliation': 'Stanford University, Palo Alto, United States'}]",10.1186/s13071-020-3893-x,2020,8,Article,,,,,1
2044,Experimental and Applied Acarology,Field evaluation of a novel oral reservoir-targeted vaccine against Borrelia burgdorferi utilizing an inactivated whole-cell bacterial antigen expression vehicle,"[{'name': 'K.C. Stafford', 'affiliation': 'Connecticut Agricultural Experiment Station, New Haven, United States'}]",10.1007/s10493-019-00458-1,2020,8,Article,,,,,1
2045,Vaccine,"Immunogenicity of the Lyme disease antigen OspA, particleized by cobalt porphyrin-phospholipid liposomes","[{'name': 'J. Federizon', 'affiliation': 'University at Buffalo, The State University of New York, Buffalo, United States'}]",10.1016/j.vaccine.2019.10.073,2020,8,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0264410X19314628,,,1
2047,Parasites and Vectors,Migratory birds as disseminators of ticks and the tick-borne pathogens Borrelia bacteria and tick-borne encephalitis (TBE) virus: a seasonal study at Ottenby Bird Observatory in South-eastern Sweden,"[{'name': 'P. Wilhelmsson', 'affiliation': 'Linköpings Universitet, Linkoping, Sweden'}]",10.1186/s13071-020-04493-5,2020,7,Article,,,,,1
2048,PLoS Pathogens,Strain-specific joint invasion and colonization by Lyme disease spirochetes is promoted by outer surface protein C,"[{'name': 'Y.P. Lin', 'affiliation': 'Tufts University School of Medicine, Boston, United States'}]",10.1371/journal.ppat.1008516,2020,7,Article,,,,,1
2049,Journal of Clinical Microbiology,The lyme disease biobank: Characterization of 550 patient and control samples from the east coast and upper midwest of the United States,"[{'name': 'E.J. Horn', 'affiliation': 'Lyme Disease Biobank, Portland, United States'}]",10.1128/JCM.00032-20,2020,7,Article,,,,,1
2051,Frontiers in Medicine,Borrelia miyamotoi: 43 Cases Diagnosed in France by Real-Time PCR in Patients With Persistent Polymorphic Signs and Symptoms,"[{'name': 'M. Franck', 'affiliation': 'ADNucleis, France'}]",10.3389/fmed.2020.00055,2020,7,Article,,,,,1
2052,International Journal of Acarology,"Prevalence and identification of tick species (Ixodidae) on domestic animals in district Multan, Punjab Pakistan","[{'name': 'M. Ramzan', 'affiliation': 'MNS-University of Agriculture, Multan, Multan, Pakistan'}]",10.1080/01647954.2020.1711803,2020,7,Article,,,,,1
2053,Science Translational Medicine,Deep phenotyping during pregnancy for predictive and preventive medicine,"[{'name': 'A.G. Paquette', 'affiliation': 'Institute for Systems Biology, Seattle, United States'}]",10.1126/scitranslmed.aay1059,2020,7,Article,,,,,1
2054,European Journal of Ophthalmology,Lyme-associated uveitis: Clinical spectrum and review of literature,"[{'name': 'A. Bernard', 'affiliation': 'Hopital de la Croix-Rousse, Lyon, France'}]",10.1177/1120672119856943,2020,7,Article,,,,,1
2055,Cell,Ticks Resist Skin Commensals with Immune Factor of Bacterial Origin,"[{'name': 'B.M. Hayes', 'affiliation': 'University of California, San Francisco, San Francisco, United States'}]",10.1016/j.cell.2020.10.042,2020,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0092867420314495,,,1
2057,BMC Medicine,"Non-malarial febrile illness: A systematic review of published aetiological studies and case reports from Southern Asia and South-eastern Asia, 1980-2015","[{'name': 'P. Shrestha', 'affiliation': 'University of Oxford, Oxford, United Kingdom'}]",10.1186/s12916-020-01745-0,2020,6,Article,,,,,1
2059,Ticks and Tick-borne Diseases,Context matters: Contrasting behavioral and residential risk factors for Lyme disease between high-incidence states in the Northeastern and Midwestern United States,"[{'name': 'G.M. Bron', 'affiliation': 'University of Wisconsin-Madison, Madison, United States'}]",10.1016/j.ttbdis.2020.101515,2020,6,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X20300327,,,1
2060,"Clinical Medicine, Journal of the Royal College of Physicians of London",Clinical presentation and diagnosis of multiple sclerosis,"[{'name': 'H. Ford', 'affiliation': 'Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom'}]",10.7861/CLINMED.2020-0292,2020,6,Article,,,,,1
2061,Clinical Infectious Diseases,"Risk of neurological disorders in patients with european lyme neuroborreliosis: A nationwide, population-based cohort study","[{'name': 'R. Haahr', 'affiliation': 'Rigshospitalet, Copenhagen, Denmark'}]",10.1093/cid/ciz997,2020,6,Article,,,,,1
2062,Molecular Microbiology,DksA plays an essential role in regulating the virulence of Borrelia burgdorferi,"[{'name': 'C. Mason', 'affiliation': 'University of South Florida, Tampa, Tampa, United States'}]",10.1111/mmi.14504,2020,6,Article,,,,,1
2063,Frontiers in Medicine,Evaluation of Natural and Botanical Medicines for Activity Against Growing and Non-growing Forms of B. burgdorferi,"[{'name': 'J. Feng', 'affiliation': 'Lanzhou University, Lanzhou, China'}]",10.3389/fmed.2020.00006,2020,6,Article,,,,,1
2064,JAMA network open,Current and Future Spatiotemporal Patterns of Lyme Disease Reporting in the Northeastern United States,"[{'name': 'D. Bisanzio', 'affiliation': 'University of Nottingham Medical School, Nottingham, United Kingdom'}]",10.1001/jamanetworkopen.2020.0319,2020,6,Article,,,,,1
2066,Journal of Medical Entomology,Lyme disease risk of exposure to blacklegged ticks (Acari: Ixodidae) infected with borrelia burgdorferi (Spirochaetales: Spirochaetaceae) in pittsburgh regional parks,"[{'name': 'A.E. Simmons', 'affiliation': 'Indiana University of Pennsylvania, Indiana, United States'}]",10.1093/jme/tjz140,2020,6,Article,,,,,1
2067,Leukemia and Lymphoma,"Risk factors for infections and secondary malignancies in patients with a myeloproliferative neoplasm treated with ruxolitinib: a dual-center, propensity score-matched analysis","[{'name': 'D. Tremblay', 'affiliation': 'Icahn School of Medicine at Mount Sinai, New York, United States'}]",10.1080/10428194.2019.1688323,2020,6,Article,,,,,1
2068,Microorganisms,"Hedgehogs, squirrels, and blackbirds as sentinel hosts for active surveillance of borrelia miyamotoi and borrelia burgdorferi complex in urban and rural environments","[{'name': 'K. Majerová', 'affiliation': 'Academy of Sciences of the Czech Republic, Prague, Czech Republic'}]",10.3390/microorganisms8121908,2020,5,Article,,,,,1
2069,Scientific Reports,A combined transcriptomic approach to identify candidates for an anti-tick vaccine blocking B. afzelii transmission,"[{'name': 'J.J.A. Trentelman', 'affiliation': 'Universiteit van Amsterdam, Amsterdam, Netherlands'}]",10.1038/s41598-020-76268-y,2020,5,Article,,,,,1
2071,PLoS ONE,"Species distribution models for the eastern blacklegged tick, Ixodes scapularis, and the Lyme disease pathogen, Borrelia burgdorferi, in Ontario, Canada","[{'name': 'A.M. Slatculescu', 'affiliation': 'University of Ottawa, Ottawa, Canada'}]",10.1371/journal.pone.0238126,2020,5,Article,,,,,1
2072,Journal of NeuroVirology,Concurrent tonic pupil and trochlear nerve palsy in COVID-19,"[{'name': 'C.M. Ordás', 'affiliation': 'Universidad Rey Juan Carlos, Madrid, Spain'}]",10.1007/s13365-020-00909-1,2020,5,Article,,,,,1
2073,Parasites and Vectors,Climate and tree seed production predict the abundance of the European Lyme disease vector over a 15-year period,"[{'name': 'C. Bregnard', 'affiliation': 'Université de Neuchâtel, Neuchatel, Switzerland'}]",10.1186/s13071-020-04291-z,2020,5,Article,,,,,1
2074,Ticks and Tick-borne Diseases,Repeat tick exposure elicits distinct immune responses in guinea pigs and mice,"[{'name': 'C. Kurokawa', 'affiliation': 'Yale School of Medicine, New Haven, United States'}]",10.1016/j.ttbdis.2020.101529,2020,5,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X20301953,,,1
2076,PLoS ONE,"The Lyme disease bacterium, Borrelia burgdorferi, stimulates an inflammatory response in human choroid plexus epithelial cells","[{'name': 'D. Thompson', 'affiliation': 'University of North Dakota, Grand Forks, United States'}]",10.1371/journal.pone.0234993,2020,5,Article,,,,,1
2077,Scientific Reports,"A novel Borrelia species, intermediate between Lyme disease and relapsing fever groups, in neotropical passerine-associated ticks","[{'name': 'F. Binetruy', 'affiliation': 'IRD Centre de Montpellier, Montpellier, France'}]",10.1038/s41598-020-66828-7,2020,5,Article,,,,,1
2078,mBio,Upregulation of CD47 is a host checkpoint response to pathogen recognition,"[{'name': 'M.C. Tal', 'affiliation': 'Stanford University School of Medicine, Stanford, United States'}]",10.1128/mBio.01293-20,2020,5,Article,,,,,1
2079,PLoS ONE,"Could climate trends disrupt the contact rates between Ixodes ricinus (Acari, Ixodidae) and the reservoirs of Borrelia burgdorferi s.l.","[{'name': 'N. Fernández-Ruiz', 'affiliation': 'Universidad de Zaragoza, Zaragoza, Spain'}]",10.1371/journal.pone.0233771,2020,5,Article,,,,,1
2081,Journal of Clinical Investigation,Posttreatment Lyme disease syndromes: Distinct pathogenesis caused by maladaptive host responses,"[{'name': 'A.C. Steere', 'affiliation': 'Massachusetts General Hospital, Boston, United States'}]",10.1172/JCI138062,2020,5,Article,,,,,1
2083,npj Digital Medicine,Lymelight: forecasting Lyme disease risk using web search data,"[{'name': 'A. Sadilek', 'affiliation': 'Google LLC, Mountain View, United States'}]",10.1038/s41746-020-0222-x,2020,5,Article,,,,,1
2085,Scientific Reports,Azlocillin can be the potential drug candidate against drug-tolerant Borrelia burgdorferi sensu stricto JLB31,"[{'name': 'V.R. Pothineni', 'affiliation': 'Stanford University School of Medicine, Stanford, United States'}]",10.1038/s41598-020-59600-4,2020,5,Article,,,,,1
2086,Acta Neurologica Scandinavica,Rituximab in multiple sclerosis at general hospital level,"[{'name': 'J. Hellgren', 'affiliation': 'Institutionen för Kliniska Vetenskaper, Lund, Lund, Sweden'}]",10.1111/ane.13225,2020,5,Article,,,,,1
2087,Ticks and Tick-borne Diseases,Transgenic functional complementation with a transmission -associated protein restores spirochete infectivity by tick bite,"[{'name': 'T.G. Schwan', 'affiliation': 'National Institutes of Health (NIH), Bethesda, United States'}]",10.1016/j.ttbdis.2020.101377,2020,5,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X19304996,,,1
2089,Ticks and Tick-borne Diseases,"Prevalence of tick-borne encephalitis virus and Borrelia burgdorferi sensu lato in Ixodes ricinus ticks in Lower Bavaria and Upper Palatinate, Germany","[{'name': 'D. Zubriková', 'affiliation': 'Ludwig-Maximilians-Universität München, Munich, Germany'}]",10.1016/j.ttbdis.2020.101375,2020,5,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X19302730,,,1
2090,Journal of Medical Entomology,Immature Ixodes scapularis (Acari: Ixodidae) Collected from Peromyscus leucopus (Rodentia: Cricetidae) and Peromyscus maniculatus (Rodentia: Cricetidae) Nests in Northern Wisconsin,"[{'name': 'R.T. Larson', 'affiliation': 'University of Wisconsin-Madison, Madison, United States'}]",10.1093/jme/tjz133,2020,5,Article,,,,,1
2093,Vector-Borne and Zoonotic Diseases,"Passive Tick Surveillance: Exploring Spatiotemporal Associations of Borrelia burgdorferi (Spirochaetales: Spirochaetaceae), Babesia microti (Piroplasmida: Babesiidae), and Anaplasma phagocytophilum (Rickettsiales: Anaplasmataceae) Infection in Ixodes scapularis (Acari: Ixodidae)","[{'name': 'E.A.H. Little', 'affiliation': 'Connecticut Agricultural Experiment Station, New Haven, United States'}]",10.1089/vbz.2019.2509,2020,5,Article,,,,,1
2094,Molecular Microbiology,BB0326 is responsible for the formation of periplasmic flagellar collar and assembly of the stator complex in Borrelia burgdorferi,"[{'name': 'H. Xu', 'affiliation': 'The Brody School of Medicine, Greenville, United States'}]",10.1111/mmi.14428,2020,5,Article,,,,,1
2095,Experimental and Applied Acarology,Borrelia burgdorferi sensu lato infecting Ixodes auritulus ticks in Uruguay,"[{'name': 'L.A. Carvalho', 'affiliation': 'Universidad de la Republica, Salto, Salto, Uruguay'}]",10.1007/s10493-019-00435-8,2020,5,Article,,,,,1
2096,Biochimica et Biophysica Acta - General Subjects,"BBE31 from the Lyme disease agent Borrelia burgdorferi, known to play an important role in successful colonization of the mammalian host, shows the ability to bind glutathione","[{'name': 'K. Brangulis', 'affiliation': 'Latvian Biomedical Research and Study Centre, Riga, Latvia'}]",10.1016/j.bbagen.2019.129499,2020,5,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0304416519302880,,,1
2097,"Infection, Genetics and Evolution",Population structure of Borrelia turcica from Greece and Turkey,"[{'name': 'S. Hepner', 'affiliation': 'Bavarian Health and Food Safety Authority, Oberschleissheim, Germany'}]",10.1016/j.meegid.2019.104050,2020,5,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S156713481930276X,,,1
2098,Ticks and Tick-borne Diseases,"Local abundance of Ixodes scapularis in forests: Effects of environmental moisture, vegetation characteristics, and host abundance","[{'name': 'H.S. Ginsberg', 'affiliation': 'University of Rhode Island, Kingston, United States'}]",10.1016/j.ttbdis.2019.101271,2020,5,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X19301827,,,1
2099,Ticks and Tick-borne Diseases,"Rickettsia buchneri, symbiont of the deer tick Ixodes scapularis, can colonise the salivary glands of its host","[{'name': 'A.M. Al-Khafaji', 'affiliation': 'University of Al-Qadisiyah, Al-Qadisiyah, Iraq'}]",10.1016/j.ttbdis.2019.101299,2020,5,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X19302602,,,1
2100,Journal of Agromedicine,"Knowledge, Attitudes, and Practices on Tick-Borne Human Diseases and Tick-Borne Encephalitis Vaccine among Farmers from North-Eastern Italy (2017)","[{'name': 'M. Riccò', 'affiliation': 'IRCCS Azienda Unità Sanitaria Locale di Reggio Emilia, Reggio Emilia, Italy'}]",10.1080/1059924X.2019.1659204,2020,5,Article,,,,,1
2101,Clinical Infectious Diseases,"Prospective Evaluation of the Frequency and Severity of Symptoms in Lyme Disease Patients with Erythema Migrans Compared with Matched Controls at Baseline, 6 Months, and 12 Months","[{'name': 'G.P. Wormser', 'affiliation': 'New York Medical College, Valhalla, United States'}]",10.1093/cid/ciz1215,2020,4,Article,,,,,1
2102,Current Issues in Molecular Biology,Lyme disease in humans,"[{'name': 'J.D. Radolf', 'affiliation': 'UConn Health, Farmington, United States'}]",10.21775/cimb.042.333,2020,4,Article,,,,,1
2103,Current Issues in Molecular Biology,Immune response to borrelia: Lessons from lyme disease spirochetes,"[{'name': 'L.K. Bockenstedt', 'affiliation': 'Yale School of Medicine, New Haven, United States'}]",10.21775/cimb.042.145,2020,4,Article,,,,,1
2105,Healthcare (Switzerland),Monitoring of nesting songbirds detects established population of blacklegged ticks and associated lyme disease endemic area in canada,"[{'name': 'J.D. Scott', 'affiliation': 'International Lyme and Associated Diseases Society, Bethesda, United States'}]",10.3390/healthcare8010059,2020,4,Article,,,,,1
2106,Clinical Infectious Diseases,Doxycycline for Prevention of Spirochetal Infections: Status Report,"[{'name': 'G.P. Wormser', 'affiliation': 'New York Medical College, Valhalla, United States'}]",10.1093/cid/ciaa240,2020,4,Article,,,,,1
2107,Zoonoses and Public Health,"Enhanced threat of tick-borne infections within cities? Assessing public health risks due to ticks in urban green spaces in Helsinki, Finland","[{'name': 'J.J. Sormunen', 'affiliation': 'Turun yliopisto, Turku, Finland'}]",10.1111/zph.12767,2020,4,Article,,,,,1
2108,Vaccines,Proteomic as an exploratory approach to develop vaccines against tick-borne diseases using lyme borreliosis as a test case,"[{'name': 'E. Talagrand-Reboul', 'affiliation': 'Université de Strasbourg, Strasbourg, France'}]",10.3390/vaccines8030463,2020,4,Article,,,,,1
2110,Parasites and Vectors,Efficacy of a low dose fipronil bait against blacklegged tick (Ixodes scapularis) larvae feeding on white-footed mice (Peromyscus leucopus) under laboratory conditions,"[{'name': 'D.M. Poché', 'affiliation': 'Genesis Laboratories, Inc., Wellington, United States'}]",10.1186/s13071-020-04258-0,2020,4,Article,,,,,1
