,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,crossref
3917,Molecular Microbiology,The Lyme disease spirochete can hijack the host immune system for extravasation from the microvasculature,"['Xi Tan', 'Björn Petri', 'Rebekah DeVinney', 'Craig N. Jenne', 'George Chaconas']",10.1111/mmi.14728,2021,0,journal-article,,http://dx.doi.org/10.1111/mmi.14728,https://onlinelibrary.wiley.com/doi/pdf/10.1111/mmi.14728,,1
3918,PLOS ONE,"Evidence-based communication on climate change and health: Testing videos, text, and maps on climate change and Lyme disease in Manitoba, Canada","['Laura Cameron', 'Rhéa Rocque', 'Kailey Penner', 'Ian Mauro']",10.1371/journal.pone.0252952,2021,0,journal-article,"Given the climate crisis and its cumulative impacts on public health, effective communication strategies that engage the public in adaptation and mitigation are critical. Many have argued that a health frame increases engagement, as do visual methodologies including online and interactive platforms, yet to date there has been limited research on audience responses to health messaging using visual interventions. This study explores public attitudes regarding communication tools focused on climate change and climate-affected Lyme disease through six focus groups (n = 61) in rural and urban southern Manitoba, Canada. The results add to the growing evidence of the efficacy of visual and storytelling methods in climate communications and argues for a continuum of mediums: moving from video, text, to maps. Findings underscore the importance of tailoring both communication messages and mediums to increase uptake of adaptive health and environmental behaviours, for some audiences bridging health and climate change while for others strategically decoupling them.",http://dx.doi.org/10.1371/journal.pone.0252952,https://dx.plos.org/10.1371/journal.pone.0252952,1069.0,1
3919,Vector-Borne and Zoonotic Diseases,Serological Surveillance of Hospitalized Patients for Lyme Borreliosis in Ukraine,"['Mariia Shkilna', 'Mykhailo Andreychyn', 'Mykhailo Korda', 'Olena Pokryshko', 'Roksolana Humenna', 'Mariana Huk', 'Shuling Liu', 'Artem S. Rogovskyy']",10.1089/vbz.2020.2715,2021,0,journal-article,,http://dx.doi.org/10.1089/vbz.2020.2715,https://www.liebertpub.com/doi/full-xml/10.1089/vbz.2020.2715,,1
3920,Microorganisms,The Kynurenine Pathway is Differentially Activated in Children with Lyme Disease and Tick-Borne Encephalitis,"['Ronny Wickström', 'Åsa Fowler', 'Michel Goiny', 'Vincent Millischer', 'Sofia Ygberg', 'Lilly Schwieler']",10.3390/microorganisms9020322,2021,0,journal-article,"In children, tick-borne encephalitis and neuroborreliosis are common infections affecting the central nervous system. As inflammatory pathways including cytokine expression are activated in these children and appear to be of importance for outcome, we hypothesized that induction of the kynurenine pathway may be part of the pathophysiological mechanism. Inflammatory biomarkers were analyzed in cerebrospinal fluid from 22 children with tick-borne encephalitis (TBE), 34 children with neuroborreliosis (NB) and 6 children with no central nervous system infection. Cerebrospinal fluid levels of kynurenine and kynurenic acid were increased in children with neuroborreliosis compared to the comparison group. A correlation was seen between expression of several cerebrospinal fluid cytokines and levels of kynurenine and kynurenic acid in children with neuroborreliosis but not in children with tick-borne encephalitis. These findings demonstrate a strong induction of the kynurenine pathway in children with neuroborreliosis which differs from that seen in children with tick-borne encephalitis. The importance of brain kynurenic acid (KYNA) in both immune modulation and neurotransmission raises the possibility that abnormal levels of the compound in neuroborreliosis might be of importance for the pathophysiology of the disease. Drugs targeting the enzymes of this pathway may open the venue for novel therapeutic interventions.",http://dx.doi.org/10.3390/microorganisms9020322,https://www.mdpi.com/2076-2607/9/2/322/pdf,1432.0,1
3921,Mayo Clinic Proceedings,Devastating Neurological Injury as a Result of Treatment of “Chronic Lyme Disease”,"['Sarah Frankl', 'Peter N. Hadar', 'Aleksandra Yakhkind', 'Adam Edward Lang', 'Danielle K. Sandsmark']",10.1016/j.mayocp.2021.05.011,2021,1,journal-article,,http://dx.doi.org/10.1016/j.mayocp.2021.05.011,https://api.elsevier.com/content/article/PII:S0025619621004080,,1
3922,Zoonoses and Public Health,"Tick bite frequency, prevention practices and Lyme disease diagnoses among U.S. Hispanic survey respondents","['Alyssa Beck', 'Julia Solomon', 'Alison F. Hinckley', 'Christina A. Nelson']",10.1111/zph.12864,2021,0,journal-article,,http://dx.doi.org/10.1111/zph.12864,https://onlinelibrary.wiley.com/doi/pdf/10.1111/zph.12864,,1
3924,Microorganisms,Novel Protozoans in Austria Revealed through the Use of Dogs as Sentinels for Ticks and Tick-Borne Pathogens,"['Michiel Wijnveld', 'Anna-Margarita Schötta', 'Theresa Stelzer', 'Georg Duscher', 'Michael Leschnik', 'Hannes Stockinger', 'Per-Eric Lindgren', 'Gerold Stanek']",10.3390/microorganisms9071392,2021,0,journal-article,"We previously isolated and cultivated the novel Rickettsia raoultii strain Jongejan. This prompted us to ask whether this strain is unique or more widely present in Austria. To assess this issue, we retrospectively screened ticks collected from dogs in 2008. Of these collected ticks, we randomly selected 75 (47 females and 28 males) Dermacentor reticulatus, 44 (21 females, 7 males, and 16 nymphs) Haemaphysalis concinna, and 55 (52 females and 3 males) ticks of the Ixodes ricinus complex. Subsequently, these ticks were individually screened for the presence of tick-borne pathogens using the reverse line blot hybridization assay. In our current study, we detected DNA from the following microbes in D. reticulatus: Anaplasma phagocytophilum, Borrelia lusitaniae, Borrelia spielmanii, Borrelia valaisiana, and R. raoultii, all of which were R. raoultii strain Jongejan. In H. concinna, we found DNA of a Babesia sp., Rickettsia helvetica, and an organism closely related to Theileria capreoli. Lastly, I. ricinus was positive for Anaplasma phagocytophilum, Borrelia afzelii, Borrelia burgdorferi sensu stricto, Borrelia garinii/Borrelia bavariensis, B. lusitaniae, B. spielmanii, B. valaisiana, Candidatus Neoehrlichia mikurensis, Rickettsia helvetica, Rickettsia monacensis, and Theileria (Babesia) microti DNA. The detection of DNA of the Babesia sp. and an organism closely related to Theileria capreoli, both found in H. concinna ticks, is novel for Austria.",http://dx.doi.org/10.3390/microorganisms9071392,https://www.mdpi.com/2076-2607/9/7/1392/pdf,1467.0,1
3925,Biochemical and Biophysical Research Communications,The Borrelia burgdorferi infection critical BBK13 protein forms large oligomers in the spirochete membrane,"['Hunter W. Kuhn', 'George F. Aranjuez', 'Mollie W. Jewett']",10.1016/j.bbrc.2020.12.076,2021,0,journal-article,,http://dx.doi.org/10.1016/j.bbrc.2020.12.076,https://api.elsevier.com/content/article/PII:S0006291X20322531,,1
3926,Vector-Borne and Zoonotic Diseases,First Data on Human Lyme Borreliosis in Kosovo: Prospective Evaluation of the Disease from a Tick Bite Perspective,"['Albina Ponosheci-Biçaku', 'Salih Ahmeti', 'Vladimir Trkulja', 'Ardian Biçaku', 'Goran Tešović']",10.1089/vbz.2020.2717,2021,0,journal-article,,http://dx.doi.org/10.1089/vbz.2020.2717,https://www.liebertpub.com/doi/full-xml/10.1089/vbz.2020.2717,,1
3927,Revue d'Épidémiologie et de Santé Publique,Étude EPILYMIA – Étude rétrospective combinant trois sources de données pour l’estimation de l’incidence de la borréliose de Lyme en France entre 2015 et 2019,"['Antoine Bessou', 'Stéphanie Duret', 'Magali Lemaître', 'Charles Nuttens']",10.1016/j.respe.2021.05.024,2021,0,journal-article,,http://dx.doi.org/10.1016/j.respe.2021.05.024,https://api.elsevier.com/content/article/PII:S0398762021002595,,1
3928,Scientific Reports,"Author Correction: Incidence of notified Lyme borreliosis in Germany, 2013–2017","['Julia Enkelmann', 'Merle Böhmer', 'Volker Fingerle', 'Claudia Siffczyk', 'Dirk Werber', 'Martina Littmann', 'Sophie-Susann Merbecks', 'Carina Helmeke', 'Sabine Schroeder', 'Stefan Hell', 'Uwe Schlotthauer', 'Florian Burckhardt', 'Klaus Stark', 'Anika Schielke', 'Hendrik Wilking']",10.1038/s41598-021-92398-3,2021,0,journal-article,An amendment to this paper has been published and can be accessed via a link at the top of the paper.,http://dx.doi.org/10.1038/s41598-021-92398-3,http://www.nature.com/articles/s41598-021-92398-3.pdf,101.0,1
3929,Ticks and Tick-borne Diseases,Control of ixodid ticks and prevention of tick-borne diseases in the United States: The prospect of a new Lyme disease vaccine and the continuing problem with tick exposure on residential properties,['Lars Eisen'],10.1016/j.ttbdis.2021.101649,2021,3,journal-article,,http://dx.doi.org/10.1016/j.ttbdis.2021.101649,https://api.elsevier.com/content/article/PII:S1877959X21000029,,1
3930,BMC Public Health,"Public perceptions of Lyme disease and climate change in southern Manitoba, Canada: making a case for strategic decoupling of climate and health messages","['Laura Cameron', 'Rhéa Rocque', 'Kailey Penner', 'Ian Mauro']",10.1186/s12889-021-10614-1,2021,1,journal-article,"Background: Despite scientific evidence that climate change has profound and far reaching implications for public health, translating this knowledge in a manner that supports citizen engagement, applied decision-making, and behavioural change can be challenging. This is especially true for complex vector-borne zoonotic diseases such as Lyme disease, a tick-borne disease which is increasing in range and impact across Canada and internationally in large part due to climate change. This exploratory research aims to better understand public risk perceptions of climate change and Lyme disease in order to increase engagement and motivate behavioural change. Methods: A focus group study involving 61 participants was conducted in three communities in the Canadian Prairie province of Manitoba in 2019. Focus groups were segmented by urban, rural, and urban-rural geographies, and between participants with high and low levels of self-reported concern regarding climate change. Results: Findings indicate a broad range of knowledge and risk perceptions on both climate change and Lyme disease, which seem to reflect the controversy and complexity of both issues in the larger public discourse. Participants in high climate concern groups were found to have greater climate change knowledge, higher perception of risk, and less skepticism than those in low concern groups. Participants outside of the urban centre were found to have more familiarity with ticks, Lyme disease, and preventative behaviours, identifying differential sources of resilience and vulnerability. Risk perceptions of climate change and Lyme disease were found to vary independently rather than correlate, meaning that high climate change risk perception did not necessarily indicate high Lyme disease risk perception and vice versa. Conclusions: This research contributes to the growing literature framing climate change as a public health issue, and suggests that in certain cases climate and health messages might be framed in a way that strategically decouples the issue when addressing climate skeptical audiences. A model showing the potential relationship between Lyme disease and climate change perceptions is proposed, and implications for engagement on climate change health impacts are discussed.",http://dx.doi.org/10.1186/s12889-021-10614-1,http://link.springer.com/content/pdf/10.1186/s12889-021-10614-1.pdf,2280.0,1
3931,Sociology of Health & Illness,"Divided bodies: Lyme disease, contested illness and evidence‐based medicineAbigail ADumes. Durham, NC: Duke University Press. 2020. 360 pp. Paper ISBN: 978‐1‐4780‐0666‐4 / Cloth ISBN: 978‐1‐4780‐0598‐8.",['Frans Jackop Lourens Robberts'],10.1111/1467-9566.13319,2021,0,journal-article,,http://dx.doi.org/10.1111/1467-9566.13319,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1467-9566.13319,,1
3932,Pediatric Emergency Care,Validation of Septic Knee Monoarthritis Prediction Rule in a Lyme Disease Endemic Area,"['Duncan S. Grant', 'Desiree N. Neville', 'Michael Levas', 'Fran Balamuth', 'Aris C. Garro', 'Jonathan E. Bennett', 'Amy D. Thompson', 'Anupam B. Kharbanda', 'Todd W. Lyons', 'Lise E. Nigrovic']",10.1097/pec.0000000000002455,2021,0,journal-article,,http://dx.doi.org/10.1097/pec.0000000000002455,https://journals.lww.com/10.1097/PEC.0000000000002455,,1
3933,Annals of Agricultural and Environmental Medicine,"The problem of Lyme borreliosis infections in urban and rural residents in Poland, based on National Health Fund data","['Melania Brzozowska', 'Adam Wierzba', 'Andrzej Śliwczyński', 'Michał Myśliwiec', 'Krzysztof Kozłowski', 'Waldemar Wierzba']",10.26444/aaem/121056,2021,0,journal-article,,http://dx.doi.org/10.26444/aaem/121056,http://www.aaem.pl/pdf-121056-65786,,1
3934,Journal of American Association for Pediatric Ophthalmology and Strabismus,Lyme neuroborreliosis causing unilateral cerebellitis presenting as horizontal nystagmus in a 7-year-old: an unusual presentation to an ophthalmology service,"['Aisling McGlacken-Byrne', 'Clare McCloskey', 'Arie Fisher', 'Paul Mullaney']",10.1016/j.jaapos.2021.04.006,2021,0,journal-article,,http://dx.doi.org/10.1016/j.jaapos.2021.04.006,https://api.elsevier.com/content/article/PII:S1091853121001671,,1
3935,European Journal of Clinical Microbiology & Infectious Diseases,Serodiagnosis of Lyme borreliosis—is IgM in serum more harmful than helpful?,"['Henrik Hillerdal', 'Anna J. Henningsson']",10.1007/s10096-020-04093-2,2021,0,journal-article,"Abstract: Interpretation of serological findings in suspected Lyme borreliosis (LB) may be challenging and IgM reactivities in serum are often unspecific (false positive). There is a risk for overdiagnosis of LB, inadequate use of antibiotics, and potential delay of proper diagnosis. In this study, we evaluated the diagnostic value of IgM analysis in serum and IgM antibody index (AI) in LB diagnosis. This was a retrospective observational study regarding",http://dx.doi.org/10.1007/s10096-020-04093-2,https://link.springer.com/content/pdf/10.1007/s10096-020-04093-2.pdf,458.0,1
3936,Journal of Infection and Chemotherapy,Three cases diagnosed not Lyme disease but “tick-associated rash illness (TARI)” in Japan,"['Yuki Moriyama', 'Satoshi Kutsuna', 'Yuta Toda', 'Hiroki Kawabata', 'Kozue Sato', 'Norio Ohmagari']",10.1016/j.jiac.2020.11.026,2021,1,journal-article,,http://dx.doi.org/10.1016/j.jiac.2020.11.026,https://api.elsevier.com/content/article/PII:S1341321X20304335,,1
3937,Diagnostic Microbiology and Infectious Disease,"Aggregation of data from 4 clinical studies demonstrating efficacy of single-dose doxycycline postexposure for prevention of the spirochetal infections: Lyme disease, syphilis, and tick-borne relapsing fever","['Gary P. Wormser', 'Stephen Warshafsky', 'Paul Visintainer']",10.1016/j.diagmicrobio.2020.115293,2021,2,journal-article,,http://dx.doi.org/10.1016/j.diagmicrobio.2020.115293,https://api.elsevier.com/content/article/PII:S0732889320306702,,1
3938,Journal of the American College of Cardiology,DETERMINING AN APPROPRIATE MURINE MODEL FOR STUDYING THE PATHOLOGICAL RESPONSE TO BORRELIA BURGDORFERI IN DEVELOPING LYME CARDITIS,"['Veronica N. Harrison', 'Catherine Brissette', 'Timothy Casselli', 'Derick Thompson', 'Heidi Pecoraro', 'Beth Ann Demontigny']",10.1016/s0735-1097(21)02011-8,2021,0,journal-article,,http://dx.doi.org/10.1016/s0735-1097(21)02011-8,https://api.elsevier.com/content/article/PII:S0735109721020118,,1
3939,Journal of Clinical Microbiology,Consequences of the Edge Effect in a Commercial Enzyme-Linked Immunosorbent Assay for the Diagnosis of Lyme Neuroborreliosis,"['Tamara van Gorkom', 'Gijs H. J. van Arkel', 'Willem Voet', 'Steven F. T. Thijsen', 'Kristin Kremer']",10.1128/jcm.03280-20,2021,0,journal-article,"The diagnosis of Lyme neuroborreliosis (LNB) is based on neurological symptoms, cerebrospinal fluid (CSF) pleocytosis, and intrathecally produced",http://dx.doi.org/10.1128/jcm.03280-20,https://journals.asm.org/doi/pdf/10.1128/JCM.03280-20,145.0,1
3940,Pathogens,Methodological Quality Assessment with the AGREE II Scale and a Comparison of European and American Guidelines for the Treatment of Lyme Borreliosis: A Systematic Review,"['Steve Nguala', 'Elisabeth Baux', 'Solène Patrat-Delon', 'Florian Saunier', 'Julien Schemoul', 'Pierre Tattevin', 'Céline Cazorla', 'Carole Eldin', 'Kevin Bouiller', 'Alice Raffetin']",10.3390/pathogens10080972,2021,0,journal-article,"Background: Most European and American countries recently updated their guidelines on Lyme borreliosis (LB). The aim of this study was to provide a comparative overview of existing guidelines on the treatment of LB in Europe and America and to assess the methodological quality of their elaboration. Methods: A systematic search was carried out in MEDLINE, Google Scholar, and the national databases of scientific societies from 2014 to 2020. Quality was assessed by two independent reviewers using the Appraisal of Guidelines for Research and Evaluation II (AGREE II) tool. Results: Twelve guidelines were included. The scores for the AGREE II domains (median ± IQR) were: overall assessment 100 ± 22, scope and purpose 85 ± 46, stakeholder involvement 88 ± 48, rigour of development 67 ± 35, clarity of presentation 81 ± 36, applicability 73 ± 52 and editorial independence 79% ± 54%. Cohen’s weighted kappa showed a high agreement (K = 0.90, 95%CI 0.84–0.96). Guidelines were quite homogeneous regarding the recommended molecules (mostly doxycycline in the first intention and ceftriaxone in the second intention), their duration (10 to 28 days), and their dosage. The differences were due to the lack of well-conducted comparative trials. The International Lyme and Associated Diseases Society (ILADS) guidelines were the only ones to suggest longer antibiotics based on an expert consensus. Conclusion: European and American guidelines for the treatment of LB were quite homogeneous but based on moderate- to low-evidence studies. Well-conducted comparative trials are needed to assess the best molecules, the optimal duration and the most effective doses.",http://dx.doi.org/10.3390/pathogens10080972,https://www.mdpi.com/2076-0817/10/8/972/pdf,1661.0,1
3941,Ticks and Tick-borne Diseases,Experience and knowledge of Lyme disease: A scoping review of patient-provider communication,"['Anna T. Nesgos', 'Laura C. Harrington', 'Emily M. Mader']",10.1016/j.ttbdis.2021.101714,2021,1,journal-article,,http://dx.doi.org/10.1016/j.ttbdis.2021.101714,https://api.elsevier.com/content/article/PII:S1877959X21000674,,1
3942,Emerging Infectious Diseases,"Emergence of Lyme Disease on Treeless Islands, Scotland, United Kingdom","['Caroline Millins', 'Walter Leo', 'Isabell MacInnes', 'Johanne Ferguson', 'Graham Charlesworth', 'Donald Nayar', 'Reece Davison', 'Jonathan Yardley', 'Elizabeth Kilbride', 'Selene Huntley', 'Lucy Gilbert', 'Mafalda Viana', 'Paul Johnson', 'Roman Biek']",10.3201/eid2702.203862,2021,1,journal-article,,http://dx.doi.org/10.3201/eid2702.203862,,,1
3943,Pediatric Infectious Disease Journal,Validation of the Rule of 7’s for Identifying Children at Low-risk for Lyme Meningitis,"['Aris Garro', 'Robert A. Avery', 'Keri A. Cohn', 'Desiree N. Neville', 'Fran Balamuth', 'Michael N. Levas', 'Jonathan E. Bennett', 'Anupam B. Kharbanda', 'Michael C. Monuteaux', 'Lise E. Nigrovic']",10.1097/inf.0000000000003003,2021,0,journal-article,,http://dx.doi.org/10.1097/inf.0000000000003003,https://journals.lww.com/10.1097/INF.0000000000003003,,1
3944,Ticks and Tick-borne Diseases,"Emergence of Lyme borreliosis in the province of Verona, Northern Italy: Five-years of sentinel surveillance","['Anna Beltrame', 'Paola Rodari', 'Luisa Mauroner', 'Francesca Zanella', 'Lucia Moro', 'Giulia Bertoli', 'Filippo Da Re', 'Francesca Russo', 'Giuseppina Napoletano', 'Ronaldo Silva']",10.1016/j.ttbdis.2020.101628,2021,0,journal-article,,http://dx.doi.org/10.1016/j.ttbdis.2020.101628,https://api.elsevier.com/content/article/PII:S1877959X20304982,,1
3945,Diagnostic Microbiology and Infectious Disease,Postexposure prophylaxis with single-dose doxycycline is effective for prevention of Lyme disease in both the United States and Europe and is also effective for prevention of syphilis and tick-borne relapsing fever,"['Gary P. Wormser', 'Stephen Warshafsky', 'Paul Visintainer']",10.1016/j.diagmicrobio.2021.115367,2021,0,journal-article,,http://dx.doi.org/10.1016/j.diagmicrobio.2021.115367,https://api.elsevier.com/content/article/PII:S0732889321000602,,1
3946,Tropical Medicine and Infectious Disease,Assessing the Need for Multiplex and Multifunctional Tick-Borne Disease Test in Routine Clinical Laboratory Samples from Lyme Disease and Febrile Patients with a History of a Tick Bite,"['Kunal Garg', 'T. Sakari Jokiranta', 'Sanna Filén', 'Leona Gilbert']",10.3390/tropicalmed6010038,2021,0,journal-article,"Human polymicrobial infections in tick-borne disease (TBD) patients is an emerging public health theme. However, the requirement for holistic TBD tests in routine clinical laboratories is ambiguous. TICKPLEX® PLUS is a holistic TBD test utilized herein to assess the need for multiplex and multifunctional diagnostic tools in a routine clinical laboratory. The study involved 150 specimens categorized into Lyme disease (LD)-positive (n = 48), LD-negative (n = 30), and febrile patients from whom borrelia serology was requested (n = 72, later “febrile patients”) based on reference test results from United Medix, Finland. Reference tests from DiaSorin, Immunetics, and Mikrogen Diagnostik followed the two-tier LD testing system. A comparison between the reference tests and TICKPLEX® PLUS produced 86%, 88%, and 87% positive, negative, and overall agreement, respectively. Additionally, up to 15% of LD and 11% of febrile patients responded to TBD related coinfections and opportunistic microbes. The results demonstrated that one (TICKPLEX® PLUS) test can aid in a LD diagnosis instead of four tests. Moreover, TBD is not limited to just LD, as the specimens produced immune responses to several TBD microbes. Lastly, the study indicated that the screening of febrile patients for TBDs could be a missed opportunity at reducing unreported patient cases.",http://dx.doi.org/10.3390/tropicalmed6010038,https://www.mdpi.com/2414-6366/6/1/38/pdf,1357.0,1
3947,Parasites & Vectors,Bactericidal activity of avian complement: a contribution to understand avian-host tropism of Lyme borreliae,"['Valerie Sürth', 'Isabel Lopes de Carvalho', 'Maria Sofia Núncio', 'Ana Cláudia Norte', 'Peter Kraiczy']",10.1186/s13071-021-04959-0,2021,0,journal-article,Abstract: Complement has been considered as an important factor impacting the host–pathogen association of spirochetes belonging to the,http://dx.doi.org/10.1186/s13071-021-04959-0,https://link.springer.com/content/pdf/10.1186/s13071-021-04959-0.pdf,135.0,1
3948,Travel Medicine and Infectious Disease,"Clinical and laboratory evidence of Lyme disease in North India, 2016–2019","['E.V. Vinayaraj', 'Nitin Gupta', 'K. Sreenath', 'Chandan Kumar Thakur', 'Sheffali Gulati', 'Vaishakh Anand', 'Manjari Tripathi', 'Rohit Bhatia', 'Deepti Vibha', 'Deepa Dash', 'Manish Soneja', 'Uma Kumar', 'M.V. Padma', 'Rama Chaudhry']",10.1016/j.tmaid.2021.102134,2021,0,journal-article,,http://dx.doi.org/10.1016/j.tmaid.2021.102134,https://api.elsevier.com/content/article/PII:S1477893921001757,,1
3949,European Journal of Clinical Microbiology & Infectious Diseases,Acute facial nerve palsy in children in a Lyme disease–endemic area in the Netherlands,"['R. A. Bruinsma', 'C. A. Smulders', 'Y. M. Vermeeren', 'B. van Kooten', 'E. A. Cats', 'B. van Hees', 'M. Boele van Hensbroek', 'J. W. Hovius', 'T. P. Zomer']",10.1007/s10096-021-04273-8,2021,0,journal-article,,http://dx.doi.org/10.1007/s10096-021-04273-8,https://link.springer.com/content/pdf/10.1007/s10096-021-04273-8.pdf,,1
3950,Annals of Agricultural and Environmental Medicine,Analysis of the concentration of selected serological parameters in patients undergoing antibiotic treatment of Lyme disease and assessment of their potential application in the control of the therapy effectiveness – pilot study,"['Małgorzata Tokarska-Rodak', 'Hanna Fota-Markowska', 'Anna Pańczuk', 'Katarzyna Matuska', 'Marta Zarębska']",10.26444/aaem/132786,2021,0,journal-article,,http://dx.doi.org/10.26444/aaem/132786,http://www.aaem.pl/pdf-132786-61904,,1
3951,Ticks and Tick-borne Diseases,Are other tick-borne infections overlooked in patients investigated for Lyme neuroborreliosis? A large retrospective study from South-eastern Sweden,"['Paula Gyllemark', 'Peter Wilhelmsson', 'Camilla Elm', 'Dieuwertje Hoornstra', 'Joppe W. Hovius', 'Marcus Johansson', 'Ivar Tjernberg', 'Per-Eric Lindgren', 'Anna J. Henningsson', 'Johanna Sjöwall']",10.1016/j.ttbdis.2021.101759,2021,0,journal-article,,http://dx.doi.org/10.1016/j.ttbdis.2021.101759,https://api.elsevier.com/content/article/PII:S1877959X21001126,,1
3952,PLOS ONE,Identification and functional analysis of a galactosyltransferase capable of cholesterol glycolipid formation in the Lyme disease spirochete Borrelia burgdorferi,"['Petronella R. Hove', 'Forgivemore Magunda', 'Maria Angela de Mello Marques', 'M. Nurul Islam', 'Marisa R. Harton', 'Mary Jackson', 'John T. Belisle']",10.1371/journal.pone.0252214,2021,1,journal-article,,http://dx.doi.org/10.1371/journal.pone.0252214,https://dx.plos.org/10.1371/journal.pone.0252214,,1
3953,International Journal of Health Promotion and Education,"Training initiatives that enhance knowledge, attitudes, and practices regarding the prevention, diagnosis and treatment of Lyme disease: a systematic review","['Angela M Coderre-Ball', 'Madison Robertson', 'Elizabeth Matzinger', 'Paola Durando', 'Rylan Egan']",10.1080/14635240.2021.1920045,2021,0,journal-article,,http://dx.doi.org/10.1080/14635240.2021.1920045,https://www.tandfonline.com/doi/pdf/10.1080/14635240.2021.1920045,,1
3954,PLOS ONE,"Predicting the current and future distribution of the western black-legged tick, Ixodes pacificus, across the Western US using citizen science collections","['W. Tanner Porter', 'Zachary A. Barrand', 'Julie Wachara', 'Kaila DaVall', 'Joseph R. Mihaljevic', 'Talima Pearson', 'Daniel J. Salkeld', 'Nathan C. Nieto']",10.1371/journal.pone.0244754,2021,2,journal-article,"In the twenty-first century, ticks and tick-borne diseases have expanded their ranges and impact across the US. With this spread, it has become vital to monitor vector and disease distributions, as these shifts have public health implications. Typically, tick-borne disease surveillance (e.g., Lyme disease) is passive and relies on case reports, while disease risk is calculated using active surveillance, where researchers collect ticks from the environment. Case reports provide the basis for estimating the number of cases; however, they provide minimal information on vector population or pathogen dynamics. Active surveillance monitors ticks and sylvatic pathogens at local scales, but it is resource-intensive. As a result, data are often sparse and aggregated across time and space to increase statistical power to model or identify range changes. Engaging public participation in surveillance efforts allows spatially and temporally diverse samples to be collected with minimal effort. These citizen-driven tick collections have the potential to provide a powerful tool for tracking vector and pathogen changes. We used MaxEnt species distribution models to predict the current and future distribution of",http://dx.doi.org/10.1371/journal.pone.0244754,https://dx.plos.org/10.1371/journal.pone.0244754,1213.0,1
3955,Journal of Veterinary Internal Medicine,"Assessing knowledge, attitudes, and practices of Canadian veterinarians with regard to Lyme disease in dogs","['Grace K. Nichol', 'J. Scott Weese', 'Michelle Evason', 'Katie M. Clow']",10.1111/jvim.16022,2021,0,journal-article,,http://dx.doi.org/10.1111/jvim.16022,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jvim.16022,,1
3956,Journal of Clinical Medicine,Are Differences in Presentation of Early Lyme Borreliosis in Europe and North America a Consequence of a More Frequent Spirochetemia in American Patients?,"['Vera Maraspin', 'Petra Bogovič', 'Katarina Ogrinc', 'Tereza Rojko', 'Eva Ružić-Sabljić', 'Andrej Kastrin', 'Klemen Strle', 'Gary P. Wormser', 'Franc Strle']",10.3390/jcm10071448,2021,0,journal-article,"To assess whether differences in presentation between US and European patients with early Lyme borreliosis are due to the lower rate of spirochetemia in Europe, we compared multiple variables for patients with erythema migrans (EM), restricting the analysis to subjects with a positive blood culture at the time of presentation: 93 US patients infected with Borrelia burgdorferi versus 183 European patients infected with Borrelia afzelii (No = 144) or Borrelia garinii (No = 39). Compared to spirochetemic Slovenian EM patients infected with B. afzelii, US patients with a positive blood culture significantly less often recalled a preceding tick bite at the site of the EM skin lesion, had a shorter duration of EM prior to diagnosis and more often had multiple EM lesions, regional lymphadenopathy, constitutional symptoms, an increased ESR value, a low blood lymphocyte count and detectable borrelia antibodies in acute and convalescent phase blood samples. Similar differences were observed when US patients were compared to Slovenian patients with B. garinii infection, but not all reached statistical significance. The findings are comparable to those previously reported for the corresponding skin culture positive patients and do not support the hypothesis that a higher frequency of spirochetemia at the time of presentation in US patients with EM, compared with European EM patients, is the reason for the observed differences.",http://dx.doi.org/10.3390/jcm10071448,https://www.mdpi.com/2077-0383/10/7/1448/pdf,1438.0,1
3957,Journal of Clinical Microbiology,The Usefulness of Two CXCL13 Assays on Cerebrospinal Fluid for the Diagnosis of Lyme Neuroborreliosis: a Retrospective Study in a Routine Clinical Setting,"['Tamara van Gorkom', 'Gijs H. J. van Arkel', 'Michiel Heron', 'Willem Voet', 'Steven F. T. Thijsen', 'Kristin Kremer']",10.1128/jcm.00255-21,2021,0,journal-article,"Recent studies have shown elevated levels of the B-cell chemokine (C-X-C motif) ligand 13 (CXCL13) in the cerebrospinal fluid (CSF) of patients with early Lyme neuroborreliosis (LNB). In this retrospective study, we evaluated the diagnostic performance of the Quantikine CXCL13 enzyme-linked immunosorbent assay (ELISA) (R&D Systems, Inc., MN, USA) and the",http://dx.doi.org/10.1128/jcm.00255-21,https://journals.asm.org/doi/pdf/10.1128/JCM.00255-21,356.0,1
3958,Journal of Infection,A single dose of doxycycline after an ixodes ricinus tick bite to prevent Lyme borreliosis: An open-label randomized controlled trial,"['M.G. Harms', 'A. Hofhuis', 'H. Sprong', 'S.C. Bennema', 'J.A. Ferreira', 'M. Fonville', 'A. Docters van Leeuwen', 'W.J.J. Assendelft', 'H.C.P.M. Van Weert', 'W. Van Pelt', 'C.C. Van den Wijngaard']",10.1016/j.jinf.2020.06.032,2021,3,journal-article,,http://dx.doi.org/10.1016/j.jinf.2020.06.032,https://api.elsevier.com/content/article/PII:S016344532030414X,,1
